"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Sweaters",116110,"Textiles",11,4569812,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Babies' Garments",116111,"Textiles",11,60435,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Active Wear",116112,"Textiles",11,133711,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,17027,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Other Knit Garments",116114,"Textiles",11,189040,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Socks and Hosiery",116115,"Textiles",11,1689088,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Gloves",116116,"Textiles",11,945201,2019
"Apparel and clothing accessories; knitted or crocheted",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,609766,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Coats",116201,"Textiles",11,1155674,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Coats",116202,"Textiles",11,2015274,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Suits",116203,"Textiles",11,8277619,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Suits",116204,"Textiles",11,6273374,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,2580235,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,1448926,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,10458,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,19748,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,16564,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,398879,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Active Wear",116211,"Textiles",11,539442,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Other Women's Undergarments",116212,"Textiles",11,819221.9999999999,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Handkerchiefs",116213,"Textiles",11,54258,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Scarves",116214,"Textiles",11,360575,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Neck Ties",116215,"Textiles",11,598081.9999999999,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Gloves",116216,"Textiles",11,23121,2019
"Apparel and clothing accessories; not knitted or crocheted",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,247974,2019
"Textiles rags",1163,"Blankets",116301,"Textiles",11,41145,2019
"Textiles rags",1163,"House Linens",116302,"Textiles",11,235699,2019
"Textiles rags",1163,"Window Dressings",116303,"Textiles",11,1458981,2019
"Textiles rags",1163,"Bedspreads",116304,"Textiles",11,99939,2019
"Textiles rags",1163,"Packing Bags",116305,"Textiles",11,213002,2019
"Textiles rags",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,3513035,2019
"Textiles rags",1163,"Other Cloth Articles",116307,"Textiles",11,4359734,2019
"Textiles rags",1163,"Packaged Sewing Sets",116308,"Textiles",11,4608.000000000001,2019
"Textiles rags",1163,"Used Clothing",116309,"Textiles",11,33473,2019
"Textiles rags",1163,"Textile Scraps",116310,"Textiles",11,31708,2019
"Footwear",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,231896,2019
"Footwear",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,6658906.999999999,2019
"Footwear",1264,"Leather Footwear",126403,"Footwear and Headwear",12,18431136,2019
"Footwear",1264,"Textile Footwear",126404,"Footwear and Headwear",12,2502215,2019
"Footwear",1264,"Other Footwear",126405,"Footwear and Headwear",12,476767,2019
"Footwear",1264,"Footwear Parts",126406,"Footwear and Headwear",12,233357,2019
"Headgear and parts thereof",1265,"Hat Forms",126501,"Footwear and Headwear",12,23916,2019
"Headgear and parts thereof",1265,"Hat Shapes",126502,"Footwear and Headwear",12,1256,2019
"Headgear and parts thereof",1265,"Hats",126504,"Footwear and Headwear",12,36429,2019
"Headgear and parts thereof",1265,"Knitted Hats",126505,"Footwear and Headwear",12,210172,2019
"Headgear and parts thereof",1265,"Other Headwear",126506,"Footwear and Headwear",12,349617.00000000006,2019
"Headgear and parts thereof",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,113325,2019
"Umbrellas",1266,"Umbrellas",126601,"Footwear and Headwear",12,350566,2019
"Umbrellas",1266,"Walking Sticks",126602,"Footwear and Headwear",12,66172,2019
"Umbrellas",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,17053,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,17745,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,34597,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,163871,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Building Stone",136802,"Stone And Glass",13,254582,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Slate",136803,"Stone And Glass",13,13415,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Milling Stones",136804,"Stone And Glass",13,6174635.000000001,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Abrasive Powder",136805,"Stone And Glass",13,11184127,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Rock Wool",136806,"Stone And Glass",13,15630354,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asphalt",136807,"Stone And Glass",13,19137,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Vegetable Fiber",136808,"Stone And Glass",13,27666.999999999996,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Plaster Articles",136809,"Stone And Glass",13,600187,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Cement Articles",136810,"Stone And Glass",13,5871691,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,43147,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Friction Material",136813,"Stone And Glass",13,1077731,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Mica",136814,"Stone And Glass",13,25342,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Other Stone Articles",136815,"Stone And Glass",13,4931287,2019
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,31311,2019
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,5684446,2019
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,1073631.9999999998,2019
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,284534,2019
"Ceramic products",1369,"Ceramic Pipes",136906,"Stone And Glass",13,1311,2019
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,3778929,2019
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,3146187,2019
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,2615666,2019
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,2047885,2019
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,121396,2019
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,1917316,2019
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,730628.0000000001,2019
"Glass and glassware",1370,"Glass Balls",137002,"Stone And Glass",13,2544079.9999999995,2019
"Glass and glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,60354,2019
"Glass and glassware",1370,"Blown Glass",137004,"Stone And Glass",13,186806.99999999997,2019
"Glass and glassware",1370,"Float Glass",137005,"Stone And Glass",13,2248803,2019
"Glass and glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,584428,2019
"Glass and glassware",1370,"Safety Glass",137007,"Stone And Glass",13,4148555,2019
"Glass and glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,1307696.0000000002,2019
"Glass and glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,1563792,2019
"Glass and glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,2955429,2019
"Glass and glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,1173,2019
"Glass and glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,5444562,2019
"Glass and glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,20828.000000000004,2019
"Glass and glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,5297.000000000001,2019
"Glass and glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,56957,2019
"Glass and glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,4839019,2019
"Glass and glassware",1370,"Glass Beads",137018,"Stone And Glass",13,49185,2019
"Glass and glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,2719857,2019
"Glass and glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,427833,2019
"Precious metals, gems and jewelry",1471,"Diamonds",147102,"Precious Metals",14,21528.000000000004,2019
"Precious metals, gems and jewelry",1471,"Precious Stones",147103,"Precious Metals",14,1506628,2019
"Precious metals, gems and jewelry",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,4838,2019
"Precious metals, gems and jewelry",1471,"Silver",147106,"Precious Metals",14,578496,2019
"Precious metals, gems and jewelry",1471,"Silver Clad Metals",147107,"Precious Metals",14,55729,2019
"Precious metals, gems and jewelry",1471,"Gold",147108,"Precious Metals",14,4173667,2019
"Precious metals, gems and jewelry",1471,"Platinum",147110,"Precious Metals",14,8204972.000000001,2019
"Precious metals, gems and jewelry",1471,"Jewellery",147113,"Precious Metals",14,3658653.0000000005,2019
"Precious metals, gems and jewelry",1471,"Metal-Clad Products",147114,"Precious Metals",14,337247,2019
"Precious metals, gems and jewelry",1471,"Other Precious Metal Products",147115,"Precious Metals",14,23305863,2019
"Precious metals, gems and jewelry",1471,"Pearl Products",147116,"Precious Metals",14,117093,2019
"Precious metals, gems and jewelry",1471,"Imitation Jewellery",147117,"Precious Metals",14,766582,2019
"Precious metals, gems and jewelry",1471,"Coin",147118,"Precious Metals",14,74090,2019
"Iron and steel",1572,"Ferroalloys",157202,"Metals",15,1118969,2019
"Iron and steel",1572,"Iron Powder",157205,"Metals",15,130736,2019
"Iron and steel",1572,"Semi-Finished Iron",157207,"Metals",15,30637,2019
"Iron and steel",1572,"Hot-Rolled Iron",157208,"Metals",15,245739,2019
"Iron and steel",1572,"Cold-Rolled Iron",157209,"Metals",15,41386,2019
"Iron and steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,24694931.000000004,2019
